recall_id,organization,product_name,issue,category,updated_at,data_received_at
51632,Canadian Food Inspection Agency,,,Food,2014-07-11,2024-05-30 18:48:21.101899
52016,Health Canada,,Product safety,Health product - Drugs,2014-07-11,2024-05-30 18:48:21.101899
51624,Health Canada,,,Food,2014-07-11,2024-05-30 18:48:21.101899
52019,Health Canada,,Product safety,Health product - Drugs,2014-07-11,2024-05-30 18:48:21.101899
51658,Canadian Food Inspection Agency,,"Wheat, Sulphites, Soy",Food,2014-07-11,2024-05-30 18:48:21.101899
52009,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51799,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51597,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
52010,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51609,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2014-07-10,2024-05-30 18:48:21.101899
51812,Health Canada,,Undeclared substance,Health product - Natural health products,2014-07-10,2024-05-30 18:48:21.101899
51927,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51802,Canadian Food Inspection Agency,,Milk,Food,2014-07-10,2024-05-30 18:48:21.101899
51675,Canadian Food Inspection Agency,,Gluten,Food,2014-07-10,2024-05-30 18:48:21.101899
51596,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51595,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
52014,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
52012,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51941,Health Canada,,Undeclared substance,Health product - Natural health products,2014-07-10,2024-05-30 18:48:21.101899
51942,Health Canada,,Undeclared substance,Health product - Natural health products,2014-07-10,2024-05-30 18:48:21.101899
51776,Health Canada,,Medical devices,Health product - Medical device,2014-07-10,2024-05-30 18:48:21.101899
51642,Canadian Food Inspection Agency,,Egg,Food,2014-07-09,2024-05-30 18:48:21.101899
51869,Canadian Food Inspection Agency,,Egg,Food,2014-07-09,2024-05-30 18:48:21.101899
69967,Transport Canada,SUV recalled by GENERAL MOTORS,Electrical,Vehicles - SUV,2014-07-09,2024-05-30 18:48:21.101899
69972,Transport Canada,Car recalled by GENERAL MOTORS,Accessories,"Vehicles - Car, Vehicles - SUV",2014-07-08,2024-05-30 18:48:21.101899
69998,Transport Canada,SUV recalled by MITSUBISHI,Powertrain,Vehicles - SUV,2014-07-08,2024-05-30 18:48:21.101899
69987,Transport Canada,Car recalled by HYUNDAI,Brakes,Vehicles - Car,2014-07-08,2024-05-30 18:48:21.101899
69986,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Brakes,Vehicles - Truck - Med. & H.D.,2014-07-08,2024-05-30 18:48:21.101899
69984,Transport Canada,Bus recalled by NOVA BUS,Brakes,Vehicles - Bus,2014-07-08,2024-05-30 18:48:21.101899
69982,Transport Canada,Motorhome recalled by TIFFIN,Lights And Instruments,Vehicles - Motorhome,2014-07-08,2024-05-30 18:48:21.101899
69964,Transport Canada,Car recalled by FORD,Fuel Supply,Vehicles - Car,2014-07-08,2024-05-30 18:48:21.101899
69968,Transport Canada,Car recalled by GENERAL MOTORS,Steering,Vehicles - Car,2014-07-08,2024-05-30 18:48:21.101899
69969,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Electrical,Vehicles - Light Truck & Van,2014-07-08,2024-05-30 18:48:21.101899
69970,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Suspension,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - SUV",2014-07-08,2024-05-30 18:48:21.101899
51613,Canadian Food Inspection Agency,,Milk,Food,2014-07-08,2024-05-30 18:48:21.101899
51638,Canadian Food Inspection Agency,,Listeria,Food,2014-07-08,2024-05-30 18:48:21.101899
51697,Canadian Food Inspection Agency,,Wheat,Food,2014-07-08,2024-05-30 18:48:21.101899
51895,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
51792,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
51599,Health Canada,,,Food - Other,2014-07-07,2024-05-30 18:48:21.101899
51896,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
52006,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
51777,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
52017,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
52000,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
51601,Canadian Food Inspection Agency,,Salmonella,Food,2014-07-07,2024-05-30 18:48:21.101899
52005,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
51800,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
52007,Health Canada,,Medical devices,Health product - Medical device,2014-07-07,2024-05-30 18:48:21.101899
70000,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Vehicles - Car,2014-07-07,2024-05-30 18:48:21.101899
70072,Transport Canada,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Electrical,Vehicles - Minivan,2014-07-04,2024-05-30 18:48:21.101899
51928,Canadian Food Inspection Agency,,Mustard,Food,2014-07-04,2024-05-30 18:48:21.101899
51829,Canadian Food Inspection Agency,,Egg,Food,2014-07-04,2024-05-30 18:48:21.101899
51973,Canadian Food Inspection Agency,,,Food,2014-07-04,2024-05-30 18:48:21.101899
51598,Canadian Food Inspection Agency,,Milk,Food,2014-07-04,2024-05-30 18:48:21.101899
51999,Health Canada,,Chemical hazard,Consumer product - Toys and games,2014-07-04,2024-05-30 18:48:21.101899
52018,Health Canada,,Fall hazard,Consumer product - Other,2014-07-04,2024-05-30 18:48:21.101899
51594,Canadian Food Inspection Agency,,Milk,Food,2014-07-04,2024-05-30 18:48:21.101899
52013,Canadian Food Inspection Agency,,Milk,Food,2014-07-04,2024-05-30 18:48:21.101899
52015,Health Canada,,Chemical hazard,Consumer product - Toys and games,2014-07-04,2024-05-30 18:48:21.101899
51871,Canadian Food Inspection Agency,,Egg,Food,2014-07-04,2024-05-30 18:48:21.101899
51826,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51629,Canadian Food Inspection Agency,,Sesame seeds,Food,2014-07-03,2024-05-30 18:48:21.101899
51933,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51616,Canadian Food Inspection Agency,,Milk,Food,2014-07-03,2024-05-30 18:48:21.101899
51662,Canadian Food Inspection Agency,,Sesame seeds,Food,2014-07-03,2024-05-30 18:48:21.101899
52001,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
52022,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51992,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51991,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51990,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51987,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51986,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51983,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51833,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51982,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51981,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51978,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51976,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51974,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51767,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51768,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51774,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51796,Health Canada,,Medical devices,Health product - Medical device,2014-07-03,2024-05-30 18:48:21.101899
51646,Canadian Food Inspection Agency,,Salmonella,Food,2014-07-02,2024-05-30 18:48:21.101899
51930,Canadian Food Inspection Agency,,Egg,Food,2014-07-02,2024-05-30 18:48:21.101899
52008,Canadian Food Inspection Agency,,,Food - Other,2014-07-02,2024-05-30 18:48:21.101899
51988,Health Canada,,Electrical hazard,Consumer product - Tools and accessories,2014-07-02,2024-05-30 18:48:21.101899
70001,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2014-07-02,2024-05-30 18:48:21.101899
70002,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Vehicles - Car,2014-07-02,2024-05-30 18:48:21.101899
69996,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2014-07-02,2024-05-30 18:48:21.101899
69995,Transport Canada,Bus recalled by CHAMPION BUS,Other,Vehicles - Bus,2014-07-02,2024-05-30 18:48:21.101899
69993,Transport Canada,Car recalled by GENERAL MOTORS,Suspension,Vehicles - Car,2014-07-02,2024-05-30 18:48:21.101899
69992,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Powertrain,Vehicles - Light Truck & Van,2014-07-02,2024-05-30 18:48:21.101899
69989,Transport Canada,Low Speed Motorcycle recalled by CANADIAN TIRE CORPORATION,Fuel Supply,Vehicles - Low Speed Motorcycle,2014-07-02,2024-05-30 18:48:21.101899
51854,Canadian Food Inspection Agency,,,Food,2014-06-30,2024-05-30 18:48:21.101899
51750,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2014-06-30,2024-05-30 18:48:21.101899
51797,Canadian Food Inspection Agency,,Peanut,Food,2014-06-28,2024-05-30 18:48:21.101899
51778,Canadian Food Inspection Agency,,Milk,Food,2014-06-27,2024-05-30 18:48:21.101899
51830,Canadian Food Inspection Agency,,,Food - Other,2014-06-27,2024-05-30 18:48:21.101899
51972,Canadian Food Inspection Agency,,Milk,Food,2014-06-27,2024-05-30 18:48:21.101899
51997,Canadian Food Inspection Agency,,,Food,2014-06-27,2024-05-30 18:48:21.101899
51996,Canadian Food Inspection Agency,,"Egg, Soy",Food,2014-06-27,2024-05-30 18:48:21.101899
70034,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Accessories,Vehicles - SUV,2014-06-27,2024-05-30 18:48:21.101899
70007,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Powertrain,Vehicles - Bus,2014-06-27,2024-05-30 18:48:21.101899
70008,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Electrical,Vehicles - Bus,2014-06-27,2024-05-30 18:48:21.101899
70006,Transport Canada,Car recalled by GENERAL MOTORS,Powertrain,Vehicles - Car,2014-06-27,2024-05-30 18:48:21.101899
70004,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Steering,Vehicles - Light Truck & Van,2014-06-27,2024-05-30 18:48:21.101899
70005,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2014-06-27,2024-05-30 18:48:21.101899
70010,Transport Canada,Motorcycle recalled by FRED DEELEY,Brakes,Vehicles - Motorcycle,2014-06-27,2024-05-30 18:48:21.101899
70009,Transport Canada,Motorcycle recalled by KTM,Brakes,Vehicles - Motorcycle,2014-06-27,2024-05-30 18:48:21.101899
70068,Transport Canada,Car recalled by GENERAL MOTORS,Brakes,Vehicles - Car,2014-06-27,2024-05-30 18:48:21.101899
70101,Transport Canada,Car recalled by NISSAN,Structure,Vehicles - Car,2014-06-27,2024-05-30 18:48:21.101899
70048,Transport Canada,Car recalled by MITSUBISHI,Steering,Vehicles - Car,2014-06-26,2024-05-30 18:48:21.101899
51775,Canadian Food Inspection Agency,,,Food,2014-06-26,2024-05-30 18:48:21.101899
51998,Canadian Food Inspection Agency,,,Food - Other,2014-06-26,2024-05-30 18:48:21.101899
51995,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-26,2024-05-30 18:48:21.101899
51994,Canadian Food Inspection Agency,,Egg,Food,2014-06-26,2024-05-30 18:48:21.101899
51945,Health Canada,,Laceration hazard,Consumer product - Household items,2014-06-26,2024-05-30 18:48:21.101899
51832,Canadian Food Inspection Agency,,Wheat,Food,2014-06-26,2024-05-30 18:48:21.101899
51993,Canadian Food Inspection Agency,,Extraneous Material,Food,2014-06-25,2024-05-30 18:48:21.101899
51989,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-25,2024-05-30 18:48:21.101899
51600,Canadian Food Inspection Agency,,Mustard,Food,2014-06-25,2024-05-30 18:48:21.101899
51971,Health Canada,,Laceration hazard,Consumer product - Specialized products,2014-06-25,2024-05-30 18:48:21.101899
51823,Health Canada,,,"Consumer product - Electronics, Consumer product - Household items",2014-06-25,2024-05-30 18:48:21.101899
69997,Transport Canada,Bus recalled by SETRA,Electrical,Vehicles - Bus,2014-06-25,2024-05-30 18:48:21.101899
51824,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51810,Health Canada,,Product safety,Health product - Drugs,2014-06-24,2024-05-30 18:48:21.101899
51825,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51827,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51819,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51936,Health Canada,,Fall hazard,Consumer product - Sports and fitness,2014-06-24,2024-05-30 18:48:21.101899
51931,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51814,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51985,Canadian Food Inspection Agency,,Mustard,Food,2014-06-24,2024-05-30 18:48:21.101899
51754,Canadian Food Inspection Agency,,Mustard,Food,2014-06-24,2024-05-30 18:48:21.101899
51965,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51966,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51944,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
51967,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
52020,Health Canada,,Medical devices,Health product - Medical device,2014-06-24,2024-05-30 18:48:21.101899
52021,Health Canada,,Labelling,Health product - Natural health products,2014-06-23,2024-05-30 18:48:21.101899
51937,Health Canada,,,Food - Other,2014-06-23,2024-05-30 18:48:21.101899
51943,Health Canada,,Choking hazard,Consumer product - Toys and games,2014-06-23,2024-05-30 18:48:21.101899
51828,Canadian Food Inspection Agency,,Milk,Food,2014-06-20,2024-05-30 18:48:21.101899
51970,Canadian Food Inspection Agency,,,Food,2014-06-20,2024-05-30 18:48:21.101899
51689,Health Canada,,Product safety,Health product - Drugs,2014-06-20,2024-05-30 18:48:21.101899
51969,Canadian Food Inspection Agency,,,Food,2014-06-20,2024-05-30 18:48:21.101899
51835,Canadian Food Inspection Agency,,,Food,2014-06-20,2024-05-30 18:48:21.101899
51925,Health Canada,,,Consumer product - Household items,2014-06-20,2024-05-30 18:48:21.101899
51831,Canadian Food Inspection Agency,,Sulphites,Food,2014-06-20,2024-05-30 18:48:21.101899
51977,Canadian Food Inspection Agency,,Milk,Food,2014-06-20,2024-05-30 18:48:21.101899
51815,Health Canada,,,Consumer product - Household items,2014-06-20,2024-05-30 18:48:21.101899
51934,Canadian Food Inspection Agency,,Egg,Food,2014-06-20,2024-05-30 18:48:21.101899
51929,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
51980,Canadian Food Inspection Agency,,Microbial Contamination,Food,2014-06-19,2024-05-30 18:48:21.101899
51984,Canadian Food Inspection Agency,,Milk,Food,2014-06-19,2024-05-30 18:48:21.101899
51911,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
51816,Health Canada,,,Consumer product - Sports and fitness,2014-06-19,2024-05-30 18:48:21.101899
51920,Health Canada,,Choking hazard,Consumer product - Toys and games,2014-06-19,2024-05-30 18:48:21.101899
51780,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
51839,Health Canada,,,Consumer product - Household items,2014-06-19,2024-05-30 18:48:21.101899
51760,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
51786,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
51761,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
51771,Canadian Food Inspection Agency,,Milk,Food,2014-06-19,2024-05-30 18:48:21.101899
51926,Health Canada,,Medical devices,Health product - Medical device,2014-06-19,2024-05-30 18:48:21.101899
70049,Transport Canada,Car recalled by LOTUS,Engine,Vehicles - Car,2014-06-19,2024-05-30 18:48:21.101899
70012,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,Vehicles - Motorhome,2014-06-18,2024-05-30 18:48:21.101899
51908,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51909,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51910,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51790,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-18,2024-05-30 18:48:21.101899
51907,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51781,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51912,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51903,Health Canada,,Product safety,Health product - Natural health products,2014-06-18,2024-05-30 18:48:21.101899
51785,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51932,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51728,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51759,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51811,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51921,Health Canada,,Medical devices,Health product - Medical device,2014-06-18,2024-05-30 18:48:21.101899
51975,Canadian Food Inspection Agency,,Milk,Food,2014-06-17,2024-05-30 18:48:21.101899
51954,Health Canada,,Product safety,Health product - Drugs,2014-06-17,2024-05-30 18:48:21.101899
51887,Health Canada,,Undeclared substance,Health product - Natural health products,2014-06-17,2024-05-30 18:48:21.101899
51924,Canadian Food Inspection Agency,,,Food,2014-06-17,2024-05-30 18:48:21.101899
51782,Health Canada,,Undeclared substance,Health product - Natural health products,2014-06-17,2024-05-30 18:48:21.101899
51872,Health Canada,,Undeclared substance,Health product - Natural health products,2014-06-17,2024-05-30 18:48:21.101899
51917,Health Canada,,Fall hazard,Consumer product - Household items,2014-06-17,2024-05-30 18:48:21.101899
51979,Canadian Food Inspection Agency,,,Food,2014-06-17,2024-05-30 18:48:21.101899
70014,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Vehicles - Car,2014-06-17,2024-05-30 18:48:21.101899
70023,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Lights And Instruments,Vehicles - Bus,2014-06-17,2024-05-30 18:48:21.101899
70022,Transport Canada,Bus recalled by MICRO BIRD,Fuel Supply,"Vehicles - Bus, Vehicles - School Bus",2014-06-17,2024-05-30 18:48:21.101899
70021,Transport Canada,Motorcycle recalled by BMW,Suspension,Vehicles - Motorcycle,2014-06-17,2024-05-30 18:48:21.101899
70019,Transport Canada,School Bus recalled by BLUE BIRD,Heater And Defroster,Vehicles - School Bus,2014-06-17,2024-05-30 18:48:21.101899
70018,Transport Canada,Bus recalled by BLUE BIRD,Heater And Defroster,Vehicles - Bus,2014-06-17,2024-05-30 18:48:21.101899
70017,Transport Canada,Car recalled by HYUNDAI,Structure,Vehicles - Car,2014-06-17,2024-05-30 18:48:21.101899
70016,Transport Canada,Car recalled by GENERAL MOTORS,Seats And Restraints,Vehicles - Car,2014-06-17,2024-05-30 18:48:21.101899
70024,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,Vehicles - Truck - Med. & H.D.,2014-06-17,2024-05-30 18:48:21.101899
70015,Transport Canada,Car recalled by GENERAL MOTORS,Powertrain,Vehicles - Car,2014-06-17,2024-05-30 18:48:21.101899
70026,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2014-06-17,2024-05-30 18:48:21.101899
70027,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2014-06-17,2024-05-30 18:48:21.101899
51888,Health Canada,,,Consumer product - Outdoor living,2014-06-13,2024-05-30 18:48:21.101899
51913,Canadian Food Inspection Agency,,"Milk, Soy",Food,2014-06-13,2024-05-30 18:48:21.101899
51729,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-13,2024-05-30 18:48:21.101899
51935,Canadian Food Inspection Agency,,Wheat,Food,2014-06-13,2024-05-30 18:48:21.101899
51730,Canadian Food Inspection Agency,,Sulphites,Food,2014-06-13,2024-05-30 18:48:21.101899
51940,Canadian Food Inspection Agency,,Mustard,Food,2014-06-12,2024-05-30 18:48:21.101899
51951,Health Canada,,,Food,2014-06-12,2024-05-30 18:48:21.101899
51788,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51787,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51899,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51938,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51784,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51783,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51953,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51905,Canadian Food Inspection Agency,,"Wheat, Sulphites, Soy",Food,2014-06-12,2024-05-30 18:48:21.101899
51762,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51856,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51957,Health Canada,,Physical hazard,Consumer product - Tools and accessories,2014-06-12,2024-05-30 18:48:21.101899
51889,Health Canada,,Product safety,Health product - Drugs,2014-06-12,2024-05-30 18:48:21.101899
51891,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51893,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51894,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51901,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51897,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51898,Health Canada,,Medical devices,Health product - Medical device,2014-06-12,2024-05-30 18:48:21.101899
51763,Canadian Food Inspection Agency,,Egg,Food,2014-06-11,2024-05-30 18:48:21.101899
51904,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-11,2024-05-30 18:48:21.101899
51968,Canadian Food Inspection Agency,,"Milk, Sulphites",Food,2014-06-11,2024-05-30 18:48:21.101899
51964,Health Canada,,,Consumer product - Chemicals,2014-06-11,2024-05-30 18:48:21.101899
51532,Health Canada,,Fire hazard,Consumer product - Household items,2014-06-11,2024-05-30 18:48:21.101899
70039,Transport Canada,Car recalled by JAGUAR,Seats And Restraints,Vehicles - Car,2014-06-11,2024-05-30 18:48:21.101899
70038,Transport Canada,Truck - Med. & H.D. recalled by OSHKOSH CORPORATION,Fuel Supply,Vehicles - Truck - Med. & H.D.,2014-06-11,2024-05-30 18:48:21.101899
70037,Transport Canada,Car recalled by KIA,Wheels,Vehicles - Car,2014-06-11,2024-05-30 18:48:21.101899
70093,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2014-06-11,2024-05-30 18:48:21.101899
70041,Transport Canada,Heavy Trailer recalled by STOUGHTON TRAILERS,Suspension,Vehicles - Heavy Trailer,2014-06-11,2024-05-30 18:48:21.101899
70206,Transport Canada,Chassis Cab recalled by SPARTAN,Engine,Vehicles - Chassis Cab,2014-06-11,2024-05-30 18:48:21.101899
70042,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Airbag,Vehicles - Truck - Med. & H.D.,2014-06-11,2024-05-30 18:48:21.101899
70079,Transport Canada,Car recalled by GENERAL MOTORS,Powertrain,Vehicles - Car,2014-06-11,2024-05-30 18:48:21.101899
70031,Transport Canada,Chassis Cab recalled by SPARTAN,Engine,Vehicles - Chassis Cab,2014-06-11,2024-05-30 18:48:21.101899
70033,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Electrical,Vehicles - Light Truck & Van,2014-06-11,2024-05-30 18:48:21.101899
70032,Transport Canada,School Bus recalled by BLUE BIRD,Fuel Supply,Vehicles - School Bus,2014-06-11,2024-05-30 18:48:21.101899
51900,Canadian Food Inspection Agency,,Sulphites,Food,2014-06-10,2024-05-30 18:48:21.101899
51848,Health Canada,,Fall hazard,Consumer product - Sports and fitness,2014-06-10,2024-05-30 18:48:21.101899
51779,Canadian Food Inspection Agency,,Wheat,Food,2014-06-10,2024-05-30 18:48:21.101899
51906,Canadian Food Inspection Agency,,Soy,Food,2014-06-10,2024-05-30 18:48:21.101899
51540,Health Canada,,Fire hazard,Consumer product - Household items,2014-06-10,2024-05-30 18:48:21.101899
51885,Health Canada,,Product safety,Health product - Drugs,2014-06-09,2024-05-30 18:48:21.101899
51947,Health Canada,,Product safety,Health product - Drugs,2014-06-09,2024-05-30 18:48:21.101899
51923,Canadian Food Inspection Agency,,Egg,Food,2014-06-09,2024-05-30 18:48:21.101899
51946,Health Canada,,Product safety,Health product - Drugs,2014-06-09,2024-05-30 18:48:21.101899
51855,Health Canada,,Chemical hazard,Consumer product - Toys and games,2014-06-09,2024-05-30 18:48:21.101899
51948,Canadian Food Inspection Agency,,Mustard,Food,2014-06-07,2024-05-30 18:48:21.101899
51958,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-07,2024-05-30 18:48:21.101899
51963,Canadian Food Inspection Agency,,Soy,Food,2014-06-06,2024-05-30 18:48:21.101899
51922,Canadian Food Inspection Agency,,Egg,Food,2014-06-06,2024-05-30 18:48:21.101899
51918,Canadian Food Inspection Agency,,Milk,Food,2014-06-06,2024-05-30 18:48:21.101899
51919,Canadian Food Inspection Agency,,Salmonella,Food,2014-06-06,2024-05-30 18:48:21.101899
51950,Canadian Food Inspection Agency,,Egg,Food,2014-06-06,2024-05-30 18:48:21.101899
70222,Transport Canada,Motorcycle recalled by TRIUMPH,Engine,Vehicles - Motorcycle,2014-06-06,2024-05-30 18:48:21.101899
