recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
49669,Health Canada,,"Contamination, Product safety",Drugs,2013-06-04,2024-05-30 18:48:21.101899,Health product
49700,Health Canada,,"Contamination, Product safety",Drugs,2013-06-03,2024-05-30 18:48:21.101899,Health product
49800,Health Canada,,"Contamination, Product safety",Drugs,2013-06-03,2024-05-30 18:48:21.101899,Health product
49702,Health Canada,,"Contamination, Product safety",Drugs,2013-06-03,2024-05-30 18:48:21.101899,Health product
49699,Health Canada,,"Contamination, Product safety",Drugs,2013-06-03,2024-05-30 18:48:21.101899,Health product
49698,Health Canada,,"Contamination, Product safety",Drugs,2013-06-03,2024-05-30 18:48:21.101899,Health product
49694,Health Canada,,"Contamination, Product safety","Drugs, Health product - Natural health products",2013-06-03,2024-05-30 18:48:21.101899,Health product
49667,Canadian Food Inspection Agency,,Milk,,2013-05-31,2024-05-30 18:48:21.101899,Food
49681,Health Canada,,Product safety,Drugs,2013-05-31,2024-05-30 18:48:21.101899,Health product
49690,Health Canada,,Product safety,Drugs,2013-05-31,2024-05-30 18:48:21.101899,Health product
49721,Canadian Food Inspection Agency,,,,2013-05-31,2024-05-30 18:48:21.101899,Food
49711,Canadian Food Inspection Agency,,Mustard,,2013-05-31,2024-05-30 18:48:21.101899,Food
49670,Canadian Food Inspection Agency,,,,2013-05-31,2024-05-30 18:48:21.101899,Food
49971,Canadian Food Inspection Agency,,,,2013-05-31,2024-05-30 18:48:21.101899,Food
70530,Transport Canada,Motorhome recalled by FLEETWOOD,Other,Motorhome,2013-05-31,2024-05-30 18:48:21.101899,Vehicles
49674,Health Canada,,Unauthorized product,Drugs,2013-05-30,2024-05-30 18:48:21.101899,Health product
49658,Health Canada,,,Household items,2013-05-30,2024-05-30 18:48:21.101899,Consumer product
49640,Health Canada,,Product safety,Drugs,2013-05-30,2024-05-30 18:48:21.101899,Health product
49686,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),,2013-05-30,2024-05-30 18:48:21.101899,Food
49625,Health Canada,,Product safety,Drugs,2013-05-30,2024-05-30 18:48:21.101899,Health product
70519,Transport Canada,Car recalled by SUBARU,Steering,Car,2013-05-30,2024-05-30 18:48:21.101899,Vehicles
70517,Transport Canada,RV Trailer recalled by WINNEBAGO INDUSTRIES,Other,RV Trailer,2013-05-30,2024-05-30 18:48:21.101899,Vehicles
49654,Health Canada,,Product quality,Drugs,2013-05-30,2024-05-30 18:48:21.101899,Health product
70496,Transport Canada,Car recalled by FORD,Steering,Car,2013-05-30,2024-05-30 18:48:21.101899,Vehicles
49653,Canadian Food Inspection Agency,,Salmonella,,2013-05-29,2024-05-30 18:48:21.101899,Food
70501,Transport Canada,Motorhome recalled by FLEETWOOD,Steering,Motorhome,2013-05-29,2024-05-30 18:48:21.101899,Vehicles
70504,Transport Canada,Child Car Seat recalled by HARMONY JUVENILE PRODUCTS,Seats And Restraints,Child Car Seat,2013-05-28,2024-05-30 18:48:21.101899,Vehicles
49631,Health Canada,,Product safety,Drugs,2013-05-28,2024-05-30 18:48:21.101899,Health product
49633,Health Canada,,Product safety,Drugs,2013-05-28,2024-05-30 18:48:21.101899,Health product
49650,Health Canada,,"Contamination, Product safety",Drugs,2013-05-28,2024-05-30 18:48:21.101899,Health product
49898,Canadian Food Inspection Agency,,Sulphites,,2013-05-28,2024-05-30 18:48:21.101899,Food
49651,Health Canada,,Product safety,"Drugs, Health product - Veterinary drugs",2013-05-28,2024-05-30 18:48:21.101899,Health product
49663,Canadian Food Inspection Agency,,Milk,,2013-05-28,2024-05-30 18:48:21.101899,Food
49652,Health Canada,,Product safety,Drugs,2013-05-28,2024-05-30 18:48:21.101899,Health product
49623,Health Canada,,,Sports and fitness,2013-05-28,2024-05-30 18:48:21.101899,Consumer product
70503,Transport Canada,Child Car Seat recalled by HARMONY JUVENILE PRODUCTS,Seats And Restraints,Child Car Seat,2013-05-28,2024-05-30 18:48:21.101899,Vehicles
70532,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Car,2013-05-28,2024-05-30 18:48:21.101899,Vehicles
71069,Transport Canada,Motorhome recalled by FLEETWOOD,Accessories,Motorhome,2013-05-28,2024-05-30 18:48:21.101899,Vehicles
70507,Transport Canada,Truck - Med. & H.D. recalled by TEREX,Other,Truck - Med. & H.D.,2013-05-27,2024-05-30 18:48:21.101899,Vehicles
70577,Transport Canada,Equipment recalled by VACTOR,Other,"Equipment, Vehicles - Truck - Med. & H.D.",2013-05-27,2024-05-30 18:48:21.101899,Vehicles
70580,Transport Canada,SUV recalled by MITSUBISHI,Fuel Supply,SUV,2013-05-27,2024-05-30 18:48:21.101899,Vehicles
49632,Health Canada,,"Labelling, Product safety","Drugs, Health product - Veterinary drugs",2013-05-27,2024-05-30 18:48:21.101899,Health product
49626,Health Canada,,,,2013-05-27,2024-05-30 18:48:21.101899,Food
49637,Health Canada,,Contamination,Drugs,2013-05-25,2024-05-30 18:48:21.101899,Health product
49647,Health Canada,,Contamination,Drugs,2013-05-25,2024-05-30 18:48:21.101899,Health product
49630,Canadian Food Inspection Agency,,Milk,,2013-05-25,2024-05-30 18:48:21.101899,Food
49817,Canadian Food Inspection Agency,,"Milk, Soy",,2013-05-24,2024-05-30 18:48:21.101899,Food
70527,Transport Canada,Motorhome recalled by TIFFIN,Other,Motorhome,2013-05-24,2024-05-30 18:48:21.101899,Vehicles
49634,Canadian Food Inspection Agency,,Sulphites,,2013-05-24,2024-05-30 18:48:21.101899,Food
49629,Canadian Food Inspection Agency,,"Milk, Sulphites",,2013-05-24,2024-05-30 18:48:21.101899,Food
49619,Health Canada,,Product safety,Drugs,2013-05-24,2024-05-30 18:48:21.101899,Health product
49688,Canadian Food Inspection Agency,,Mustard,,2013-05-24,2024-05-30 18:48:21.101899,Food
49689,Canadian Food Inspection Agency,,Salmonella,,2013-05-24,2024-05-30 18:48:21.101899,Food
49864,Canadian Food Inspection Agency,,Salmonella,,2013-05-24,2024-05-30 18:48:21.101899,Food
49621,Canadian Food Inspection Agency,,Salmonella,,2013-05-23,2024-05-30 18:48:21.101899,Food
49604,Canadian Food Inspection Agency,,,,2013-05-23,2024-05-30 18:48:21.101899,Food
49583,Health Canada,,,Sports and fitness,2013-05-23,2024-05-30 18:48:21.101899,Consumer product
49639,Canadian Food Inspection Agency,,Milk,,2013-05-23,2024-05-30 18:48:21.101899,Food
49643,Canadian Food Inspection Agency,,"Mustard, Soy",,2013-05-23,2024-05-30 18:48:21.101899,Food
70719,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,Truck - Med. & H.D.,2013-05-23,2024-05-30 18:48:21.101899,Vehicles
49596,Health Canada,,Product quality,Drugs,2013-05-23,2024-05-30 18:48:21.101899,Health product
49642,Canadian Food Inspection Agency,,,,2013-05-22,2024-05-30 18:48:21.101899,Food
49559,Health Canada,,,"Household items, Consumer product - Toys and games",2013-05-22,2024-05-30 18:48:21.101899,Consumer product
49408,Health Canada,,,Drugs,2013-05-22,2024-05-30 18:48:21.101899,Health product
49575,Health Canada,,,Other,2013-05-22,2024-05-30 18:48:21.101899,Consumer product
49301,Health Canada,,,Drugs,2013-05-22,2024-05-30 18:48:21.101899,Health product
49241,Canadian Food Inspection Agency,,Salmonella,,2013-05-22,2024-05-30 18:48:21.101899,Food
70510,Transport Canada,Motorhome recalled by FLEETWOOD,Other,Motorhome,2013-05-22,2024-05-30 18:48:21.101899,Vehicles
49641,Canadian Food Inspection Agency,,,,2013-05-22,2024-05-30 18:48:21.101899,Food
49243,Health Canada,,,"Household items, Consumer products - Toys and games",2013-05-22,2024-05-30 18:48:21.101899,Consumer products
49363,Health Canada,,Product safety,Medical device,2013-05-22,2024-05-30 18:48:21.101899,Health product
49579,Health Canada,,Product safety,Household items,2013-05-21,2024-05-30 18:48:21.101899,Consumer products
49578,Health Canada,,Contamination,Drugs,2013-05-21,2024-05-30 18:48:21.101899,Health product
49589,Health Canada,,Contamination,Drugs,2013-05-21,2024-05-30 18:48:21.101899,Health product
49588,Canadian Food Inspection Agency,,Salmonella,,2013-05-21,2024-05-30 18:48:21.101899,Food
49242,Health Canada,,,Household items,2013-05-21,2024-05-30 18:48:21.101899,Consumer products
49286,Health Canada,,Contamination,Drugs,2013-05-21,2024-05-30 18:48:21.101899,Health product
70541,Transport Canada,Motorcycle recalled by KTM,Engine,Motorcycle,2013-05-21,2024-05-30 18:48:21.101899,Vehicles
70586,Transport Canada,Motorcycle recalled by TRIUMPH,Lights And Instruments,Motorcycle,2013-05-21,2024-05-30 18:48:21.101899,Vehicles
70986,Transport Canada,Motorhome recalled by GULF STREAM COACH,Electrical,Motorhome,2013-05-21,2024-05-30 18:48:21.101899,Vehicles
49237,Health Canada,,Contamination,Drugs,2013-05-21,2024-05-30 18:48:21.101899,Health product
49577,Health Canada,,Contamination,Drugs,2013-05-18,2024-05-30 18:48:21.101899,Health product
49664,Canadian Food Inspection Agency,,Milk,,2013-05-17,2024-05-30 18:48:21.101899,Food
49236,Health Canada,,Product safety,Drugs,2013-05-17,2024-05-30 18:48:21.101899,Health product
70628,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,"Light Truck & Van, Vehicles - SUV",2013-05-17,2024-05-30 18:48:21.101899,Vehicles
70534,Transport Canada,Motorhome recalled by FOREST RIVER,Other,"Motorhome, Vehicles - RV Trailer",2013-05-17,2024-05-30 18:48:21.101899,Vehicles
49274,Health Canada,,,Drugs,2013-05-16,2024-05-30 18:48:21.101899,Health product
49557,Health Canada,,,Hobby and craft items,2013-05-16,2024-05-30 18:48:21.101899,Consumer products
70528,Transport Canada,RV Trailer recalled by GULF STREAM COACH,Other,RV Trailer,2013-05-16,2024-05-30 18:48:21.101899,Vehicles
49239,Canadian Food Inspection Agency,,Salmonella,,2013-05-16,2024-05-30 18:48:21.101899,Food
49573,Health Canada,,,Drugs,2013-05-16,2024-05-30 18:48:21.101899,Health product
49407,Health Canada,,,Drugs,2013-05-16,2024-05-30 18:48:21.101899,Health product
49411,Health Canada,,Physical hazard,Household items,2013-05-16,2024-05-30 18:48:21.101899,Consumer product
49273,Health Canada,,,Other,2013-05-16,2024-05-30 18:48:21.101899,Food
49561,Health Canada,,,Medical device,2013-05-15,2024-05-30 18:48:21.101899,Health product
70594,Transport Canada,Light Truck & Van recalled by NISSAN,Other,Light Truck & Van,2013-05-14,2024-05-30 18:48:21.101899,Vehicles
70522,Transport Canada,Motorhome recalled by FLEETWOOD,Label,Motorhome,2013-05-14,2024-05-30 18:48:21.101899,Vehicles
70524,Transport Canada,RV Trailer recalled by LAKOTA,Other,RV Trailer,2013-05-14,2024-05-30 18:48:21.101899,Vehicles
49564,Canadian Food Inspection Agency,,Egg,,2013-05-14,2024-05-30 18:48:21.101899,Food
49562,Health Canada,,,Household items,2013-05-13,2024-05-30 18:48:21.101899,Consumer products
70529,Transport Canada,RV Trailer recalled by HEARTLAND,Other,RV Trailer,2013-05-13,2024-05-30 18:48:21.101899,Vehicles
70596,Transport Canada,Car recalled by NISSAN,Airbag,"Car, Vehicles - SUV",2013-05-13,2024-05-30 18:48:21.101899,Vehicles
70523,Transport Canada,RV Trailer recalled by HEARTLAND,Suspension,RV Trailer,2013-05-13,2024-05-30 18:48:21.101899,Vehicles
70597,Transport Canada,SUV recalled by HONDA,Brakes,SUV,2013-05-13,2024-05-30 18:48:21.101899,Vehicles
70595,Transport Canada,Light Truck & Van recalled by NISSAN,Powertrain,Light Truck & Van,2013-05-13,2024-05-30 18:48:21.101899,Vehicles
70521,Transport Canada,Motorhome recalled by FLEETWOOD,Label,Motorhome,2013-05-13,2024-05-30 18:48:21.101899,Vehicles
70518,Transport Canada,Car recalled by MASERATI,Steering,Car,2013-05-13,2024-05-30 18:48:21.101899,Vehicles
49240,Canadian Food Inspection Agency,,,,2013-05-11,2024-05-30 18:48:21.101899,Food
49574,Canadian Food Inspection Agency,,Extraneous Material,,2013-05-10,2024-05-30 18:48:21.101899,Food
70953,Transport Canada,RV Trailer recalled by AIRSTREAM,Label,RV Trailer,2013-05-10,2024-05-30 18:48:21.101899,Vehicles
49567,Health Canada,,,Household items,2013-05-10,2024-05-30 18:48:21.101899,Consumer products
70539,Transport Canada,Motorhome recalled by JAYCO,Other,"Motorhome, Vehicles - RV Trailer",2013-05-10,2024-05-30 18:48:21.101899,Vehicles
49570,Canadian Food Inspection Agency,,Extraneous Material,,2013-05-10,2024-05-30 18:48:21.101899,Food
49413,Canadian Food Inspection Agency,,,,2013-05-10,2024-05-30 18:48:21.101899,Food
49556,Health Canada,,,,2013-05-10,2024-05-30 18:48:21.101899,Food
49568,Canadian Food Inspection Agency,,Sulphites,,2013-05-10,2024-05-30 18:48:21.101899,Food
49560,Health Canada,,Contamination,Biologic or vaccine,2013-05-10,2024-05-30 18:48:21.101899,Health product
49238,Canadian Food Inspection Agency,,Salmonella,,2013-05-10,2024-05-30 18:48:21.101899,Food
49322,Health Canada,,Product safety,Drugs,2013-05-09,2024-05-30 18:48:21.101899,Health product
49593,Health Canada,,Product safety,Drugs,2013-05-09,2024-05-30 18:48:21.101899,Health product
49592,Health Canada,,Product safety,Drugs,2013-05-09,2024-05-30 18:48:21.101899,Health product
49335,Health Canada,,,Tools and accessories,2013-05-09,2024-05-30 18:48:21.101899,Consumer product
49701,Canadian Food Inspection Agency,,Gluten,,2013-05-09,2024-05-30 18:48:21.101899,Food
49328,Health Canada,,Flammability hazard,Household items,2013-05-09,2024-05-30 18:48:21.101899,Consumer product
49558,Health Canada,,Product safety,Drugs,2013-05-09,2024-05-30 18:48:21.101899,Health product
49554,Health Canada,,Product safety,Drugs,2013-05-09,2024-05-30 18:48:21.101899,Health product
70551,Transport Canada,RV Trailer recalled by KEYSTONE,Other,RV Trailer,2013-05-09,2024-05-30 18:48:21.101899,Vehicles
70581,Transport Canada,SUV recalled by MITSUBISHI,Lights And Instruments,SUV,2013-05-09,2024-05-30 18:48:21.101899,Vehicles
49552,Health Canada,,Product safety,Drugs,2013-05-09,2024-05-30 18:48:21.101899,Health product
49565,Canadian Food Inspection Agency,,Milk,,2013-05-08,2024-05-30 18:48:21.101899,Food
49225,Health Canada,,Product safety,Medical device,2013-05-07,2024-05-30 18:48:21.101899,Health product
70544,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Other,Motorhome,2013-05-07,2024-05-30 18:48:21.101899,Vehicles
49249,Health Canada,,Product safety,Medical device,2013-05-07,2024-05-30 18:48:21.101899,Health product
49339,Canadian Food Inspection Agency,,Tree nut,,2013-05-07,2024-05-30 18:48:21.101899,Food
49221,Health Canada,,Product safety,Medical device,2013-05-07,2024-05-30 18:48:21.101899,Health product
49261,Health Canada,,,Household items,2013-05-07,2024-05-30 18:48:21.101899,Consumer product
49555,Canadian Food Inspection Agency,,Sesame seeds,,2013-05-07,2024-05-30 18:48:21.101899,Food
49329,Health Canada,,Product safety,Medical device,2013-05-07,2024-05-30 18:48:21.101899,Health product
49576,Canadian Food Inspection Agency,,Milk,,2013-05-06,2024-05-30 18:48:21.101899,Food
49337,Canadian Food Inspection Agency,,Milk,,2013-05-06,2024-05-30 18:48:21.101899,Food
49338,Canadian Food Inspection Agency,,Milk,,2013-05-06,2024-05-30 18:48:21.101899,Food
70589,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Lights And Instruments,Truck - Med. & H.D.,2013-05-06,2024-05-30 18:48:21.101899,Vehicles
49246,Health Canada,,,,2013-05-06,2024-05-30 18:48:21.101899,Consumer product
49551,Health Canada,,,Household items,2013-05-06,2024-05-30 18:48:21.101899,Consumer products
70531,Transport Canada,RV Trailer recalled by DUTCHMEN,Other,RV Trailer,2013-05-06,2024-05-30 18:48:21.101899,Vehicles
49594,Canadian Food Inspection Agency,,,,2013-05-04,2024-05-30 18:48:21.101899,Food
49265,Canadian Food Inspection Agency,,Mustard,,2013-05-04,2024-05-30 18:48:21.101899,Food
49260,Health Canada,,,,2013-05-03,2024-05-30 18:48:21.101899,Food
49334,Canadian Food Inspection Agency,,Sulphites,,2013-05-03,2024-05-30 18:48:21.101899,Food
49350,Canadian Food Inspection Agency,,Soy,,2013-05-03,2024-05-30 18:48:21.101899,Food
70572,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,Car,2013-05-03,2024-05-30 18:48:21.101899,Vehicles
70587,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Truck - Med. & H.D.,2013-05-03,2024-05-30 18:48:21.101899,Vehicles
49321,Canadian Food Inspection Agency,,Egg,,2013-05-02,2024-05-30 18:48:21.101899,Food
49224,Health Canada,,Product safety,Biologic or vaccine,2013-05-02,2024-05-30 18:48:21.101899,Health product
49336,Canadian Food Inspection Agency,,Extraneous Material,,2013-05-02,2024-05-30 18:48:21.101899,Food
49201,Health Canada,,Flammability hazard,Appliances,2013-05-02,2024-05-30 18:48:21.101899,Consumer product
49213,Health Canada,,Product safety,Biologic or vaccine,2013-05-02,2024-05-30 18:48:21.101899,Health product
49156,Health Canada,,Product safety,Drugs,2013-05-01,2024-05-30 18:48:21.101899,Health product
49266,Health Canada,,,,2013-05-01,2024-05-30 18:48:21.101899,Food
49245,Health Canada,,Flammability hazard,Toys and games,2013-05-01,2024-05-30 18:48:21.101899,Consumer product
49320,Canadian Food Inspection Agency,,Milk,,2013-05-01,2024-05-30 18:48:21.101899,Food
49181,Health Canada,,Product safety,Drugs,2013-05-01,2024-05-30 18:48:21.101899,Health product
70538,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Brakes,Truck - Med. & H.D.,2013-05-01,2024-05-30 18:48:21.101899,Vehicles
49317,Canadian Food Inspection Agency,,Milk,,2013-04-30,2024-05-30 18:48:21.101899,Food
49572,Canadian Food Inspection Agency,,,Other,2013-04-30,2024-05-30 18:48:21.101899,Food
49264,Health Canada,,,Medical device,2013-04-30,2024-05-30 18:48:21.101899,Health product
49227,Health Canada,,,Medical device,2013-04-30,2024-05-30 18:48:21.101899,Health product
23585,Health Canada,,,Clothing and accessories,2013-04-30,2024-05-30 18:48:21.101899,Consumer product
49199,Health Canada,,,Medical device,2013-04-30,2024-05-30 18:48:21.101899,Health product
70974,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Steering,Truck - Med. & H.D.,2013-04-30,2024-05-30 18:48:21.101899,Vehicles
70608,Transport Canada,Truck - Med. & H.D. recalled by SPARTAN,Airbag,Truck - Med. & H.D.,2013-04-30,2024-05-30 18:48:21.101899,Vehicles
70605,Transport Canada,Car recalled by MITSUBISHI,Brakes,Car,2013-04-30,2024-05-30 18:48:21.101899,Vehicles
70600,Transport Canada,Car recalled by FORD,Structure,"Car, Vehicles - SUV",2013-04-30,2024-05-30 18:48:21.101899,Vehicles
70956,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Truck - Med. & H.D.,2013-04-30,2024-05-30 18:48:21.101899,Vehicles
49244,Canadian Food Inspection Agency,,Sulphites,,2013-04-29,2024-05-30 18:48:21.101899,Food
49215,Health Canada,,,Medical device,2013-04-29,2024-05-30 18:48:21.101899,Health product
49226,Canadian Food Inspection Agency,,Milk,,2013-04-29,2024-05-30 18:48:21.101899,Food
70545,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Other,Motorhome,2013-04-26,2024-05-30 18:48:21.101899,Vehicles
70578,Transport Canada,Car recalled by HYUNDAI,Electrical,"Car, Vehicles - SUV",2013-04-26,2024-05-30 18:48:21.101899,Vehicles
49197,Canadian Food Inspection Agency,,Milk,,2013-04-26,2024-05-30 18:48:21.101899,Food
49316,Health Canada,,,Medical device,2013-04-26,2024-05-30 18:48:21.101899,Health product
49212,Canadian Food Inspection Agency,,Milk,,2013-04-26,2024-05-30 18:48:21.101899,Food
49214,Canadian Food Inspection Agency,,Mustard,,2013-04-26,2024-05-30 18:48:21.101899,Food
49228,Canadian Food Inspection Agency,,,,2013-04-26,2024-05-30 18:48:21.101899,Food
49219,Canadian Food Inspection Agency,,Mustard,,2013-04-26,2024-05-30 18:48:21.101899,Food
49220,Health Canada,,,Medical device,2013-04-26,2024-05-30 18:48:21.101899,Health product
49222,Health Canada,,,Medical device,2013-04-26,2024-05-30 18:48:21.101899,Health product
70576,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,Car,2013-04-25,2024-05-30 18:48:21.101899,Vehicles
49296,Health Canada,,Product safety,"Chemicals, Health product - Drugs",2013-04-25,2024-05-30 18:48:21.101899,Consumer product
49159,Health Canada,,,Sports and fitness,2013-04-25,2024-05-30 18:48:21.101899,Consumer product
49170,Health Canada,,Electrical hazard,Household items,2013-04-25,2024-05-30 18:48:21.101899,Consumer product
49179,Health Canada,,,Medical device,2013-04-25,2024-05-30 18:48:21.101899,Health product
49200,Canadian Food Inspection Agency,,Salmonella,,2013-04-25,2024-05-30 18:48:21.101899,Food
49148,Health Canada,,Flammability hazard,Clothing and accessories,2013-04-25,2024-05-30 18:48:21.101899,Consumer products
49143,Health Canada,,Contamination,Drugs,2013-04-24,2024-05-30 18:48:21.101899,Health product
49184,Health Canada,,,Household items,2013-04-24,2024-05-30 18:48:21.101899,Consumer product
49161,Health Canada,,Contamination,Drugs,2013-04-24,2024-05-30 18:48:21.101899,Health product
49150,Health Canada,,,Toys and games,2013-04-24,2024-05-30 18:48:21.101899,Consumer products
49163,Canadian Food Inspection Agency,,Salmonella,,2013-04-23,2024-05-30 18:48:21.101899,Food
49162,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
49157,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
49154,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
49151,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
70630,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,Car,2013-04-23,2024-05-30 18:48:21.101899,Vehicles
49182,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
49183,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
49173,Health Canada,,Product safety,Drugs,2013-04-23,2024-05-30 18:48:21.101899,Health product
70614,Transport Canada,Bus recalled by PREVOST,Other,Bus,2013-04-22,2024-05-30 18:48:21.101899,Vehicles
70611,Transport Canada,Car recalled by SUBARU,Accessories,Car,2013-04-22,2024-05-30 18:48:21.101899,Vehicles
70618,Transport Canada,Truck - Med. & H.D. recalled by ALTEC INDUSTRIES,Brakes,Truck - Med. & H.D.,2013-04-22,2024-05-30 18:48:21.101899,Vehicles
49202,Health Canada,,Chemical hazard,Household items,2013-04-22,2024-05-30 18:48:21.101899,Consumer product
49223,Canadian Food Inspection Agency,,Salmonella,,2013-04-19,2024-05-30 18:48:21.101899,Food
49139,Health Canada,,Undeclared substance,Natural health products,2013-04-19,2024-05-30 18:48:21.101899,Health product
70559,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Engine,Bus,2013-04-19,2024-05-30 18:48:21.101899,Vehicles
49147,Health Canada,,,Clothing and accessories,2013-04-19,2024-05-30 18:48:21.101899,Consumer product
49176,Health Canada,,Chemical hazard,Household items,2013-04-19,2024-05-30 18:48:21.101899,Consumer product
49140,Health Canada,,Undeclared substance,Natural health products,2013-04-19,2024-05-30 18:48:21.101899,Health product
49135,Health Canada,,Undeclared substance,Natural health products,2013-04-19,2024-05-30 18:48:21.101899,Health product
49137,Health Canada,,,Household items,2013-04-19,2024-05-30 18:48:21.101899,Consumer product
49133,Health Canada,,Undeclared substance,Natural health products,2013-04-19,2024-05-30 18:48:21.101899,Health product
49141,Health Canada,,,"Appliances, Consumer product - Household items",2013-04-19,2024-05-30 18:48:21.101899,Consumer product
49142,Health Canada,,Product safety,Drugs,2013-04-18,2024-05-30 18:48:21.101899,Health product
49482,Health Canada,,,Household items,2013-04-18,2024-05-30 18:48:21.101899,Consumer product
49155,Health Canada,,,Other,2013-04-18,2024-05-30 18:48:21.101899,Food
49186,Canadian Food Inspection Agency,,Sesame seeds,,2013-04-18,2024-05-30 18:48:21.101899,Food
70571,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,Light Truck & Van,2013-04-18,2024-05-30 18:48:21.101899,Vehicles
70583,Transport Canada,Car recalled by FORD,Fuel Supply,"Car, Vehicles - SUV",2013-04-18,2024-05-30 18:48:21.101899,Vehicles
70560,Transport Canada,School Bus recalled by LION BUS,Brakes,School Bus,2013-04-18,2024-05-30 18:48:21.101899,Vehicles
70568,Transport Canada,Light Truck & Van recalled by MORGAN OLSON,Fuel Supply,Light Truck & Van,2013-04-18,2024-05-30 18:48:21.101899,Vehicles
49146,Canadian Food Inspection Agency,,Mustard,,2013-04-17,2024-05-30 18:48:21.101899,Food
70746,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Seats And Restraints,Truck - Med. & H.D.,2013-04-17,2024-05-30 18:48:21.101899,Vehicles
70592,Transport Canada,Car recalled by GENERAL MOTORS,Powertrain,Car,2013-04-16,2024-05-30 18:48:21.101899,Vehicles
49127,Health Canada,,,Other,2013-04-16,2024-05-30 18:48:21.101899,Consumer product
70564,Transport Canada,A.T.V. recalled by POLARIS,Other,A.T.V.,2013-04-15,2024-05-30 18:48:21.101899,Vehicles
70590,Transport Canada,Light Truck & Van recalled by UTILIMASTER,Brakes,Light Truck & Van,2013-04-15,2024-05-30 18:48:21.101899,Vehicles
70637,Transport Canada,Heavy Trailer recalled by STOUGHTON TRAILERS,Structure,Heavy Trailer,2013-04-15,2024-05-30 18:48:21.101899,Vehicles
70636,Transport Canada,Heavy Trailer recalled by STOUGHTON TRAILERS,Suspension,Heavy Trailer,2013-04-15,2024-05-30 18:48:21.101899,Vehicles
70634,Transport Canada,Bus recalled by BLUE BIRD,Steering,Bus,2013-04-15,2024-05-30 18:48:21.101899,Vehicles
49128,Health Canada,,,,2013-04-15,2024-05-30 18:48:21.101899,Consumer product
49145,Health Canada,,Product safety,Drugs,2013-04-15,2024-05-30 18:48:21.101899,Health product
49134,Canadian Food Inspection Agency,,,,2013-04-13,2024-05-30 18:48:21.101899,Food
49130,Canadian Food Inspection Agency,,,,2013-04-13,2024-05-30 18:48:21.101899,Food
49138,Canadian Food Inspection Agency,,,,2013-04-13,2024-05-30 18:48:21.101899,Food
49116,Health Canada,,Product safety,Drugs,2013-04-12,2024-05-30 18:48:21.101899,Health product
49125,Health Canada,,,Tools and accessories,2013-04-12,2024-05-30 18:48:21.101899,Consumer product
49121,Canadian Food Inspection Agency,,Milk,,2013-04-12,2024-05-30 18:48:21.101899,Food
49120,Health Canada,,,Sports and fitness,2013-04-12,2024-05-30 18:48:21.101899,Consumer product
49152,Health Canada,,Product safety,Drugs,2013-04-12,2024-05-30 18:48:21.101899,Health product
49132,Health Canada,,Product safety,Drugs,2013-04-12,2024-05-30 18:48:21.101899,Health product
71060,Transport Canada,Car recalled by HONDA,Airbag,Car,2013-04-11,2024-05-30 18:48:21.101899,Vehicles
70645,Transport Canada,Motorhome recalled by ENTEGRA COACH,Visual System,Motorhome,2013-04-11,2024-05-30 18:48:21.101899,Vehicles
70762,Transport Canada,RV Trailer recalled by JAYCO,Label,RV Trailer,2013-04-11,2024-05-30 18:48:21.101899,Vehicles
71354,Transport Canada,RV Trailer recalled by STARCRAFT RV,Accessories,RV Trailer,2013-04-11,2024-05-30 18:48:21.101899,Vehicles
71355,Transport Canada,RV Trailer recalled by JAYCO,Accessories,RV Trailer,2013-04-11,2024-05-30 18:48:21.101899,Vehicles
